ComplexID	ComplexName	subunits(UniProt IDs)	subunits(Gene name)
5233	TNF-alpha/NF-kappa B signaling complex 5	O14920;O15111;O15446;O95602;P0DPB5;P19838;P23508;P42704;P46199;P52292;P52434;P62875;P63208;Q00653;Q04206;Q04864;Q13576;Q13616;Q15653;Q16342;Q9GZS1;Q9H9Y6;Q9UJF2;Q9UKB1;Q9Y6K9	IKBKB;CHUK;POLR1G;POLR1A;POLR1D;NFKB1;MCC;LRPPRC;MTIF2;KPNA2;POLR2H;POLR2L;SKP1;NFKB2;RELA;REL;IQGAP2;CUL1;NFKBIB;PDCD2;POLR1E;POLR1B;RASAL2;FBXW11;IKBKG
5234	IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex	O14920;P07900;P08238;Q16543;Q8N163	IKBKB;HSP90AA1;HSP90AB1;CDC37;CCAR2
5235	WRN-Ku70-Ku80-PARP1 complex	P09874;P12956;P13010;Q14191	PARP1;XRCC6;XRCC5;WRN
5239	CAP(C)-CAP(E) complex	O95347;Q9NTJ3	SMC2;SMC4
5241	SMC1-SMC3 complex	Q14683;Q9UQE7	SMC1A;SMC3
5243	XRCC1-LIG3-PNK-TDP1 complex	P18887;P49916;Q96T60;Q9NUW8	XRCC1;LIG3;PNKP;TDP1
5244	Dolichol-phosphate mannose (DPM) synthase	O60762;O94777;Q9P2X0	DPM1;DPM2;DPM3
5251	Ku-ORC complex	O43929;P12956;P13010;Q13416;Q9UBD5;Q9Y5N6	ORC4;XRCC6;XRCC5;ORC2;ORC3;ORC6
5253	MNK1-eIF4F complex	P06730;P60842;Q04637;Q9BUB5	EIF4E;EIF4A1;EIF4G1;MKNK1
5260	CTNNB1-EP300-HADAC6-SUMO1-TCF4 complex	P15884;P35222;P63165;Q09472;Q9UBN7	TCF4;CTNNB1;SUMO1;EP300;HDAC6
5261	CTNNB1-EP300-TCF4 complex	P15884;P35222;Q09472	TCF4;CTNNB1;EP300
5262	CTNNB1-TCF4 complex	P15884;P35222	TCF4;CTNNB1
5264	CTNNB1-CREBBP-TCF4 complex	P15884;P35222;Q92793	TCF4;CTNNB1;CREBBP
5266	TNF-alpha/NF-kappa B signaling complex 6	O14920;O15111;P07900;P08238;P22087;P36578;P62277;P62280;P62888;P62917;Q02878;Q16543;Q99558;Q9Y6K9	IKBKB;CHUK;HSP90AA1;HSP90AB1;FBL;RPL4;RPS13;RPS11;RPL30;RPL8;RPL6;CDC37;MAP3K14;IKBKG
5267	VHL-VDU1-TCEB1-TCEB2 complex	P40337;Q15369;Q15370;Q8TEY7	VHL;ELOC;ELOB;USP33
5268	TNF-alpha/NF-kappa B signaling complex 7	O43318;P07900;P08238;Q13451;Q15750;Q16543;Q8N5C8;Q9NYJ8	MAP3K7;HSP90AA1;HSP90AB1;FKBP5;TAB1;CDC37;TAB3;TAB2
5269	TNF-alpha/NF-kappa B signaling complex 8	P07900;P08238;Q13451;Q14164;Q16543;Q86UP2	HSP90AA1;HSP90AB1;FKBP5;IKBKE;CDC37;KTN1
5273	VHL-TBP1-HIF1A complex	P17980;P40337;Q16665	PSMC3;VHL;HIF1A
5274	"Cell-cell junction complex (ARHGAP10, CTNNA1, CTNNB1)"	A1A4S6;P35221;P35222	ARHGAP10;CTNNA1;CTNNB1
5276	HIF1A-EGLN1-OS9 complex	Q13438;Q16665;Q9GZT9	OS9;HIF1A;EGLN1
5277	HIF1A-EGLN3-OS9 complex	Q13438;Q16665;Q9H6Z9	OS9;HIF1A;EGLN3
5280	RAB9-TIP47-MPRI complex	O60664;P11717;P51151	PLIN3;IGF2R;RAB9A
5281	"Cell-cell junction complex (CDH1, CTNNB1)"	P12830;P35222	CDH1;CTNNB1
5282	BCAR1-PTK2-SRC complex	P12931;P56945;Q05397	SRC;BCAR1;PTK2
5283	tRNA splicing endonuclease	Q7Z6J9;Q8NCE0;Q8WW01;Q92989;Q9BSV6	TSEN54;TSEN2;TSEN15;CLP1;TSEN34
5284	"RNA endonuclease (SEN2deltaEx8, SEN54, CLP1)"	Q7Z6J9;Q8NCE0-2;Q92989	TSEN54;TSEN2;CLP1
5285	TNF-alpha/NF-kappa B signaling complex 9	O15111;P08238;Q13451;Q15653;Q16543	CHUK;HSP90AB1;FKBP5;NFKBIB;CDC37
5286	TNF-alpha/NF-kappa B signaling complex 10	O15111;P07900;P08238;P40222;Q15653;Q16543;Q676U5;Q8IX12;Q9UHD2;Q9Y6K9	CHUK;HSP90AA1;HSP90AB1;TXLNA;NFKBIB;CDC37;ATG16L1;CCAR1;TBK1;IKBKG
5288	P53-BARD1-KU70 complex	P04637;P12956;Q99728	TP53;XRCC6;BARD1
5293	ETS2-SMARCA4-INI1 complex	P15036;P51532;Q12824	ETS2;SMARCA4;SMARCB1
5317	LATS1-HTRA2-BIRC4 complex	O43464;O95835;P98170	HTRA2;LATS1;XIAP
5318	ASAP1-CTTN-PXN complex	P49023;Q14247;Q9ULH1	PXN;CTTN;ASAP1
5319	CDH1-CKS1B complex	P12830;P61024	CDH1;CKS1B
5320	CDH1-SKP2 complex	P12830;Q13309	CDH1;SKP2
5331	MDM2-TP53-YY1 complex	P04637;P25490;Q00987	TP53;YY1;MDM2
5337	ELMO1-DOCK1 complex	Q14185;Q92556	DOCK1;ELMO1
5341	ELMO1-DOCK2 complex	Q92556;Q92608	ELMO1;DOCK2
5342	ELMO1-DOCK1-RAC1 complex	P63000;Q14185;Q92556	RAC1;DOCK1;ELMO1
5343	ELMO1-DOCK1-CRKII complex	P46108;Q14185;Q92556	CRK;DOCK1;ELMO1
5360	AGO2-FXR1-TNF(alpha)ARE-RNP complex	P51114;Q9UKV8	FXR1;AGO2
5361	CDC20-CDC27-CDH1 complex	P12830;P30260;Q12834	CDH1;CDC27;CDC20
5363	"Actin-ribonucleoprotein complex (GTF2F1, HNRNPU, POLR2A)"	P24928;P35269;Q00839	POLR2A;GTF2F1;HNRNPU
5367	THRB-RXRB complex	P10828;P28702	THRB;RXRB
5369	ATM homodimer complex	Q13315	ATM
5370	ERAP1-ERAP2 complex	Q6P179;Q9NZ08	ERAP2;ERAP1
5371	Grancalcin-sorcin complex	P28676;P30626	GCA;SRI
5372	Sorcin homodimer complex	P30626	SRI
5373	"Chromatin remodeling complex (KAT2B, TACC2, TACC3)"	O95359;Q92831;Q9Y6A5	TACC2;KAT2B;TACC3
5375	EGR-EP300 complex	P18146;Q09472	EGR1;EP300
5378	"TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)"	P56537;P62424;Q15633;Q9HCE1;Q9UKV8;Q9UPY3	EIF6;RPL7A;TARBP2;MOV10;AGO2;DICER1
5380	"TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)"	P05386;P05387;P18077;P18124;P26373;P30050;P46778;P46779;P49207;P50914;P56537;P61313;P61353;P61513;P62424;P62888;P62906;P62910;P62913;P84098;Q02543;Q9HCE1;Q9UHA3;Q9UPY3;Q9Y3U8	RPLP1;RPLP2;RPL35A;RPL7;RPL13;RPL12;RPL21;RPL28;RPL34;RPL14;EIF6;RPL15;RPL27;RPL37A;RPL7A;RPL30;RPL10A;RPL32;RPL11;RPL19;RPL18A;MOV10;RSL24D1;DICER1;RPL36
5381	RISC-loading complex	Q15633;Q9UKV8;Q9UPY3	TARBP2;AGO2;DICER1
5382	ARNT-HIF1A complex	P27540;Q16665	ARNT;HIF1A
5383	TRIB3-DDIT3 complex	P35638;Q96RU7	DDIT3;TRIB3
5384	RAG1-RAG2 tetramer complex	P15918;P55895	RAG1;RAG2
5385	GAIT complex	O60506;P04406;P07814;P40429	SYNCRIP;GAPDH;EPRS1;RPL13A
5386	MLL1-WDR5 complex	O00268;O43451;O75461;P21675;P34932;P49848;P51610;P61964;Q03164;Q15291;Q15545;Q16594;Q6PI98;Q7Z3B3;Q8IXM2;Q8IZL8;Q8WWY3;Q96EZ8;Q99496;Q9BVI0;Q9H4L4;Q9H7Z6;Q9HCK8;Q9NXF1;Q9UBL3;Q9Y265;Q9Y4W2	TAF4;MGAM;E2F6;TAF1;HSPA4;TAF6;HCFC1;WDR5;KMT2A;RBBP5;TAF7;TAF9;INO80C;KANSL1;BAP18;PELP1;PRPF31;MCRS1;RNF2;PHF20;SENP3;KAT8;CHD8;TEX10;ASH2L;RUVBL1;LAS1L
5388	SERPINA1-ELA2 complex	P01009;P08246	SERPINA1;ELANE
5389	SERPINA3-CTSG complex	P01011;P08311	SERPINA3;CTSG
5391	SERPINA1-CTSG complex	P01009;P08311	SERPINA1;CTSG
5400	BRCC complex	P38398;P46736;P51587;Q06609;Q9NXR7	BRCA1;BRCC3;BRCA2;RAD51;BABAM2
5401	PLEKHM2-KIF5B complex	P33176;Q8IWE5	KIF5B;PLEKHM2
5407	NGF-TrkA complex	P01138;P04629	NGF;NTRK1
5408	Neurotrophin-3-p75 complex	P08138;P20783	NGFR;NTF3
5409	TIAM1-GRIN1 complex	Q05586;Q13009	GRIN1;TIAM1
5411	HTR1D-S1PR1 complex	P21453;P28221	S1PR1;HTR1D
5412	HTR1D  homodimer complex	P28221	HTR1D
5414	HTR1A-HTR1D complex	P08908;P28221	HTR1A;HTR1D
5415	HTR1B homodimer complex	P28222	HTR1B
5416	HTR1A-HTR1B complex	P08908;P28222	HTR1A;HTR1B
5417	HTR1D-HTR1B complex	P28221;P28222	HTR1D;HTR1B
5418	GABBR2-HTR1A complex	O75899;P08908	GABBR2;HTR1A
5419	HTR1A-GPR26 complex	P08908;Q8NDV2	HTR1A;GPR26
5420	HTR1A-EDG3 complex	P08908;Q99500	HTR1A;S1PR3
5421	HTR1A homodimer complex	P08908	HTR1A
5422	HTR1A-S1PR1 complex	P08908;P21453	HTR1A;S1PR1
5423	HSP70-BAG5-PARK2 complex	O60260;P0DMV8;P34932;Q9UL15	PRKN;HSPA1A;HSPA4;BAG5
5424	NGF-p75 complex	P01138;P08138	NGF;NGFR
5426	ANKRD11-HDAC3  complex	O15379;Q6UB99	HDAC3;ANKRD11
5432	Sororin-cohesin complex	O60216;Q14683;Q29RF7;Q96FF9;Q9NTI5;Q9UQE7	RAD21;SMC1A;PDS5A;CDCA5;PDS5B;SMC3
5441	NRG1-IKZF4 complex	Q02297;Q9H2S9	NRG1;IKZF4
5442	EPOR receptor complex	P19235	EPOR
5446	EPO-EPOR complex	P01588;P19235	EPO;EPOR
5449	"Splicing-associated factors complex (ALYREF, DEK, RBM8A, RNPS1, SRRM1)"	P35659;Q15287;Q86V81;Q8IYB3;Q9Y5S9	DEK;RNPS1;ALYREF;SRRM1;RBM8A
5450	Mediator complex	A0JLT2;O43513;O60244;O60313;O75448;O75586;O95402;Q13503;Q15528;Q15648;Q6P2C8;Q71F56;Q71SY5;Q96G25;Q96HR3;Q96RN5;Q9BTT4;Q9BUE0;Q9H944;Q9NPJ6;Q9NVC6;Q9NX70;Q9P086;Q9UHV7;Q9ULK4;Q9Y2X0;Q9Y3C7	MED19;MED7;MED14;OPA1;MED24;MED6;MED26;MED21;MED22;MED1;MED27;MED13L;MED25;MED8;MED30;MED15;MED10;MED18;MED20;MED4;MED17;MED29;MED11;MED13;MED23;MED16;MED31
5451	MED18-MED20-MED29 mediator subcomplex	Q9BUE0;Q9H944;Q9NX70	MED18;MED20;MED29
5460	NF(kappa)B p50-p65 complex	P19838;Q04206	NFKB1;RELA
5465	IKB(epsilon)-RELA-cREL complex	O00221;Q04206;Q04864	NFKBIE;RELA;REL
5466	IKB(beta)-RELA-cREL complex	Q04206;Q04864;Q15653	RELA;REL;NFKBIB
5467	IKB(alpha)-RELA-cREL complex	P25963;Q04206;Q04864	NFKBIA;RELA;REL
5473	"DISC complex (FAS, FADD, CASP8)"	P25445;Q13158;Q14790	FAS;FADD;CASP8
5475	MURR1-NF(kappa)Bp65-IKBA complex	P25963;Q04206;Q8N668	NFKBIA;RELA;COMMD1
5492	IKBA-p50-p65 Nf(kappa)B complex	P19838;P25963;Q04206	NFKB1;NFKBIA;RELA
5495	"CIA targeting (MIP18, CIAO1, MMS19) complex"	O76071;Q96T76;Q9Y3D0	CIAO1;MMS19;CIAO2B
5498	ILK-PARVB-ARHGEF6 complex	Q13418;Q15052;Q9HBI1	ILK;ARHGEF6;PARVB
5499	PARVB-ARHGEF6 complex	Q15052;Q9HBI1	ARHGEF6;PARVB
5502	EED-EZH-YY1 polycomb complex	O75530;P25490;Q15910	EED;YY1;EZH2
5513	RING1-Polycomb repressive complex	O00257;P35226;P78364;Q06587	CBX4;BMI1;PHC1;RING1
5518	BMI1-HPH1-HPH2 complex	P35226;P78364;Q8IXK0	BMI1;PHC1;PHC2
5521	EED-EZH polycomb complex	O75530;Q15910	EED;EZH2
5526	BCL2 -CALM1-FKBP38 complex	P0DP23;P10415;Q14318	CALM1;BCL2;FKBP8
5529	BIRC2-TRAF2 complex	Q12933;Q13490	TRAF2;BIRC2
5530	LTBR homodimer complex	P36941-1	LTBR
5531	TNFR1-TRADD-TRAF2-cIAP1 complex	P19438;Q12933;Q13490;Q15628	TNFRSF1A;TRAF2;BIRC2;TRADD
5534	PLCB1-PARD3-PARD6A complex	Q8TEW0;Q9NPB6;Q9NQ66	PARD3;PARD6A;PLCB1
5535	PLCB3-PARD3-PARD6A complex	Q01970;Q8TEW0;Q9NPB6	PLCB3;PARD3;PARD6A
5540	TRAF2-TRADD complex	Q12933;Q15628	TRAF2;TRADD
5541	FADD-TRADD-TRAF2 complex	Q12933;Q13158;Q15628	TRAF2;FADD;TRADD
5542	CCNB2-CDC2 complex	O95067;P06493	CCNB2;CDK1
5543	CCNB1-CDK1 complex	P06493;P14635	CDK1;CCNB1
5544	CCNB1-CDK1-GADD45A-PCNA complex	P06493;P12004;P14635;P24522	CDK1;PCNA;CCNB1;GADD45A
5545	CCNB1-CDK1-GADD45B-PCNA complex	O75293;P06493;P12004;P14635	GADD45B;CDK1;PCNA;CCNB1
5546	CCNB1-CDK1-GADD45G-PCNA complex	O95257;P06493;P12004;P14635	GADD45G;CDK1;PCNA;CCNB1
5549	Interleukin-12B homodimer	P29460	IL12B
5550	CDK1-CCNB1-CCNF complex	P06493;P14635;P41002	CDK1;CCNB1;CCNF
5551	CCNB1-CDK1-PTCH1 complex	P06493;P14635;Q13635	CDK1;CCNB1;PTCH1
5556	CCNA2 -CDK2 complex	P20248;P24941	CCNA2;CDK2
5557	CCNA2-CDK1 complex	P06493;P20248	CDK1;CCNA2
5558	PAR6-CDC42 complex	P60953;Q9BYG5	CDC42;PARD6B
5560	CCNE1-CDK2 complex	P24864;P24941	CCNE1;CDK2
5564	LMO4-gp130 complex	O14543;P23458;P40189;P61968;Q06124	SOCS3;JAK1;IL6ST;LMO4;PTPN11
5573	Stat1-alpha-dimer-CBP DNA-protein complex	P42224;Q92793	STAT1;CREBBP
5575	SHP-NR5A2 complex	O00482;Q15466	NR5A2;NR0B2
5579	CNTF-CNTFR-gp130-LIFR complex	P26441;P26992;P40189;P42702	CNTF;CNTFR;IL6ST;LIFR
5582	LIFR-LIF-gp130 complex	P15018;P40189;P42702	LIF;IL6ST;LIFR
5589	"LINC complex, S-phase"	P10244;P28749;Q09028;Q52LA3;Q5TKA1;Q6MZP7;Q96GY3	MYBL2;RBL1;RBBP4;LIN52;LIN9;LIN54;LIN37
5593	LINC core complex	Q09028;Q52LA3;Q5TKA1;Q6MZP7;Q96GY3	RBBP4;LIN52;LIN9;LIN54;LIN37
5596	"LINC complex, quiescent cells"	Q08999;Q09028;Q16254;Q52LA3;Q5TKA1;Q6MZP7;Q96GY3	RBL2;RBBP4;E2F4;LIN52;LIN9;LIN54;LIN37
5604	Emerin complex 1	P35579;P50402;P60709;Q12965;Q13813;Q15417;Q8WWI1;Q9BRV8	MYH9;EMD;ACTB;MYO1E;SPTAN1;CNN3;LMO7;SIKE1
5606	Emerin-actin-NMI-(alphaII)spectrin complex	P50402;P60709;Q13287;Q13813	EMD;ACTB;NMI;SPTAN1
5607	Emerin-actin-NMI complex	P50402;P60709;Q13287	EMD;ACTB;NMI
5608	Emerin architectural complex	P02545;P20700;P50402;P60709;Q13287;Q13813	LMNA;LMNB1;EMD;ACTB;NMI;SPTAN1
5609	Emerin regulatory complex	O15379;O75531;P28749;P50402;P60709;P68431;Q02539;Q13547;Q8WWI1	HDAC3;BANF1;RBL1;EMD;ACTB;H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12;H1-1;HDAC1;LMO7
5611	Emerin complex 24	P02545;P06400;P20700;P33991;P49736;P50402;P68431;Q00839;Q02539;Q07021;Q08999;Q13287;Q14566;Q9H0E3;Q9H503	LMNA;RB1;LMNB1;MCM4;MCM2;EMD;H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12;HNRNPU;H1-1;C1QBP;RBL2;NMI;MCM6;SAP130;BANF2
5613	Emerin complex 25	O75531;O95218;O95777;P05455;P20700;P31946;P50402;P60709;P61978;P62258;P62314;Q13283;Q16543;Q9H0E3;Q9P287;Q9Y333	BANF1;ZRANB2;LSM8;SSB;LMNB1;YWHAB;EMD;ACTB;HNRNPK;YWHAE;SNRPD1;G3BP1;CDC37;SAP130;BCCIP;LSM2
5614	Emerin complex 32	O00422;O15379;P20700;P28749;P50402;P60709;P68431;Q08999;Q12824;Q13263;Q13287;Q13547;Q13813;Q14839;Q8TAQ2;Q92922;Q9BQ87;Q9BZK7;Q9C005;Q9H503;Q9NPJ6;Q9UKL0	SAP18;HDAC3;LMNB1;RBL1;EMD;ACTB;H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12;RBL2;SMARCB1;TRIM28;NMI;HDAC1;SPTAN1;CHD4;SMARCC2;SMARCC1;TBL1Y;TBL1XR1;DPY30;BANF2;MED4;RCOR1
5615	Emerin complex 52	O00148;O95777;P10827;P12277;P14866;P20700;P27348;P46940;P50402;P51858;P60709;P61978;P62258;P62314;Q00839;Q02539;Q07021;Q08999;Q12906;Q13287;Q53EL6;Q9BZZ5;Q9Y2U8	DDX39A;LSM8;THRA;CKB;HNRNPL;LMNB1;YWHAQ;IQGAP1;EMD;HDGF;ACTB;HNRNPK;YWHAE;SNRPD1;HNRNPU;H1-1;C1QBP;RBL2;ILF3;NMI;PDCD4;API5;LEMD3
5622	HSP90-CIP1-FKBPL complex	P07900;P38936;Q9UIM3	HSP90AA1;CDKN1A;FKBPL
5641	PSD95-FYN-NR2A complex	P06241;P78352;Q12879	FYN;DLG4;GRIN2A
5642	Securin-separase complex	O95997;Q14674	PTTG1;ESPL1
5643	ESPL1-CDC2 complex	P06493;Q14674	CDK1;ESPL1
5646	FARP2-NRP1-PlexinA1 complex	O14786;O94887;Q9UIW2	NRP1;FARP2;PLXNA1
5647	FARP2-NRP1-PlexinA2 complex	O14786;O75051;O94887	NRP1;PLXNA2;FARP2
5648	FARP2-NRP1-PlexinA3 complex	O14786;O94887;P51805	NRP1;FARP2;PLXNA3
5649	FARP2-NRP1-PlexinA4 complex	O14786;O94887;Q9HCM2	NRP1;FARP2;PLXNA4
5654	SEMA4A-PlexinD1 complex	Q9H3S1;Q9Y4D7	SEMA4A;PLXND1
5655	"Ternary complex (ACTN4, CAMK2A, LRRC7)"	O43707;Q96NW7;Q9UQM7	ACTN4;LRRC7;CAMK2A
5656	CEBPE-E2F1-RB1 complex	P06400;Q01094;Q15744	RB1;E2F1;CEBPE
5658	Nrp1-PlexinD1 complex	O14786;Q9Y4D7	NRP1;PLXND1
5659	SEMA3C-PlexinD1-Nrp1 complex	O14786;Q99985;Q9Y4D7	NRP1;SEMA3C;PLXND1
5660	PlexinC1-SEMA7A complex	O60486;O75326	PLXNC1;SEMA7A
5661	PlexinC1-SEMA7A complex	O43157;Q92854	PLXNB1;SEMA4D
5663	TRIM27-RB1 complex	P06400;P14373	RB1;TRIM27
5669	PlexinA3-Nrp1 complex	O14786;P51805	NRP1;PLXNA3
5670	PlexinB1-Nrp1 complex	O14786;O43157	NRP1;PLXNB1
5673	PlexinA1-Nrp2 complex	O60462;Q9UIW2	NRP2;PLXNA1
5683	RAD51-RAD51D-XRCC3 complex	O43543;O75771;Q06609	XRCC2;RAD51D;RAD51
5685	"Membrane protein complex (DERL1, NPLOC4, UFD1L, VCP, VIMP)"	P55072;Q8TAT6;Q92890;Q9BQE4;Q9BUN8	VCP;NPLOC4;UFD1;SELENOS;DERL1
5689	SEMA6D-PlexinA1-NRP1 complex	O14786;Q8NFY4;Q9UIW2	NRP1;SEMA6D;PLXNA1
5691	TALL1 homo-oligomer complex	Q9Y275	TNFSF13B
5693	BAZ2A-DNMT1-DNMT3B-HDAC1-SMARCA5 complex	O60264;P26358;Q13547;Q9UBC3;Q9UIF9	SMARCA5;DNMT1;HDAC1;DNMT3B;BAZ2A
5696	NRP2-VEGF145 complex	O60462;P15692-6	NRP2;VEGFA
5698	FLT1-VEGF-A165b complex	P15692-8;P17948	VEGFA;FLT1
5701	NRP1-VEGF-A165/121 complex	O14786;P15692-4	NRP1;VEGFA
5709	CBL-PTK2B-SORBS2 complex	O94875;P22681;Q14289	SORBS2;CBL;PTK2B
5710	PRMT2 homo-oligomer complex	P55345	PRMT2
5712	"FAK-beta5 integrin complex, VEGF induced"	P18084;Q05397	ITGB5;PTK2
5713	CBL-OSTF1-SRC complex	P12931;P22681;Q92882	SRC;CBL;OSTF1
5714	NOS3-CAV1 complex	P29474;Q03135	NOS3;CAV1
5716	"NOS3-HSP90 complex, VEGF induced"	P07900;P29474	HSP90AA1;NOS3
5718	"NOS3-HSP90-AKT complex, VEGF induced"	P07900;P29474;P31749	HSP90AA1;NOS3;AKT1
5720	CIN85-CBL complex	P22681;Q96B97	CBL;SH3KBP1
5721	CIN85-CBL-SH3GL2 complex	P22681;Q96B97;Q99962	CBL;SH3KBP1;SH3GL2
5724	CIN85-SH3GL3-CBL complex	P22681;Q96B97;Q99963	CBL;SH3KBP1;SH3GL3
5727	TBP-TAF complex	P20226;Q15572;Q15573;Q53T94	TBP;TAF1C;TAF1A;TAF1B
5730	IKBKG homotrimer complex	Q9Y6K9	IKBKG
5731	"NRP1-VEGFC complex, heparin dependent"	O14786;P49767	NRP1;VEGFC
5732	NRP2-VEGFC complex	O60462;P49767	NRP2;VEGFC
5733	"NRP2-VEGFD complex, heparin dependent"	O43915;O60462	VEGFD;NRP2
5734	"NRP1-VEGFD complex, heparin dependent"	O14786;O43915	NRP1;VEGFD
5735	SMAD3-TGFBR1-TGFBR2 complex	P36897;P37173;P84022	TGFBR1;TGFBR2;SMAD3
5736	"Pre-initiation complex (ACTB, POLR2A, TBP)"	P20226;P24928;P60709	TBP;POLR2A;ACTB
5740	NRP2-VEGFR3 complex	O60462;P35916	NRP2;FLT4
5745	PlexinA1-NRP1 complex	O14786;Q9UIW2	NRP1;PLXNA1
5746	NRP1-PLXNA1-SEMA3A complex	O14786;Q14563;Q9UIW2	NRP1;SEMA3A;PLXNA1
5747	2AR-mGluR2 complex	P08913;P42262	ADRA2A;GRIA2
5748	2AR-mGluR2 complex	P08913;P42262	ADRA2A;GRIA2
5749	MRIT complex	O15519;Q07817;Q14790	CFLAR;BCL2L1;CASP8
5755	SUA1-SUMO1-UBA2 complex	P63165;Q9UBE0;Q9UBT2	SUMO1;SAE1;UBA2
5756	SUA1-UBA2 complex	Q9UBE0;Q9UBT2	SAE1;UBA2
5757	PLXNA1-RANBPM complex	Q96S59;Q9UIW2	RANBP9;PLXNA1
5758	PLXNA2-RANBPM complex	O75051;Q96S59	PLXNA2;RANBP9
5759	PLXNA3-RANBPM complex	P51805;Q96S59	PLXNA3;RANBP9
5760	PLXNA4-RANBPM complex	Q96S59;Q9HCM2	RANBP9;PLXNA4
5762	"CRMP-MICAL-PlexinA1 complex, induced by SEMA3A"	Q14194;Q8TDZ2;Q9UIW2	CRMP1;MICAL1;PLXNA1
5770	RUNX1-CBF-beta-DNA complex	Q01196;Q13951	RUNX1;CBFB
5772	ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex	P33151;P35222;P35968;Q07157	CDH5;CTNNB1;KDR;TJP1
5798	"Death induced signaling complex II (CASP8, CFLAR, FADD), cytosolic, CD95L induced"	O15519;Q13158;Q14790	CFLAR;FADD;CASP8
5799	"DISC complex (FAS, FADD, CASP8, CFLAR), membrane-associated, CD95L induced"	O15519;P25445;Q13158;Q14790	CFLAR;FAS;FADD;CASP8
5800	"DISC complex (FAS, FADD, CASP8)"	P25445;Q13158;Q14790	FAS;FADD;CASP8
5805	PGAM5-KEAP1-NRF2 complex	Q14145;Q16236;Q96HS1	KEAP1;NFE2L2;PGAM5
5808	"DISC complex (CD95, FADD, CASP8)"	Q13158;Q14790;Q8IUB6	FADD;CASP8;CD95
5809	"GABA-A receptor (GABRA1, GABRB2, GABRG2)"	P14867;P18507;P47870	GABRA1;GABRG2;GABRB2
5811	p53-BCL2 complex	P04637;P10415	TP53;BCL2
5812	p53-BCL2 complex	P04637;Q07817	TP53;BCL2L1
5816	"Apoptosome, 700 kDa"	O14727;P55211;P99999	APAF1;CASP9;CYCS
5823	MCL1-BAK1 complex	Q07820;Q16611	MCL1;BAK1
5827	IKBKG homotetramer complex	Q9Y6K9	IKBKG
5828	IKBKG-IKBKB  complex	O14920;Q9Y6K9	IKBKB;IKBKG
5829	IKBKG-CHUK complex	O15111;Q9Y6K9	CHUK;IKBKG
5830	"DJ-1-SNCA complex, high molecular weight"	P37840;Q99497	SNCA;PARK7
5832	PINK1-MIRO2-Milton complex	Q8IXI1;Q9BXM7;Q9UPV9	RHOT2;PINK1;TRAK1
5836	MIRO2-Milton complex	Q8IXI1;Q9UPV9	RHOT2;TRAK1
5837	PPD complex	O60260;Q99497;Q9BXM7	PRKN;PARK7;PINK1
5843	AIF-CYPA-DNA complex	O95831;P62937	AIFM1;PPIA
5844	I-kappa-B kinase complex	O14920;O15111;Q9Y6K9	IKBKB;CHUK;IKBKG
5849	HSP90-CDC37-LRRK2 complex	P08238;Q16543;Q5S007	HSP90AB1;CDC37;LRRK2
5856	AK2-FADD-caspase-10 (AFAC10) complex	P54819;Q13158;Q92851	AK2;FADD;CASP10
5859	FAS-FADD-CASP8-CASP10 complex	P25445;Q13158;Q14790;Q92851	FAS;FADD;CASP8;CASP10
5860	"DISC complex (FAS, FADD, CASP8)"	P25445;Q13158;Q14790	FAS;FADD;CASP8
5861	FAS-FADD-CASP10 complex	P25445;Q13158;Q92851	FAS;FADD;CASP10
5862	CAV1-VDAC1-ESR1 complex	P03372;P21796;Q03135	ESR1;VDAC1;CAV1
5870	APBB1-TSHZ3-HDAC1 complex	O00213;Q13547;Q63HK5	APBB1;HDAC1;TSHZ3
5872	BRAF-MAP2K1-MAP2K2-YWHAE complex	P15056;P36507;P62258;Q02750	BRAF;MAP2K2;YWHAE;MAP2K1
5873	RAF1-MAP2K1-YWHAE complex	P04049;P62258;Q02750	RAF1;YWHAE;MAP2K1
5876	PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex	P30153;P30154;P60842;P67775;Q9Y570	PPP2R1A;PPP2R1B;EIF4A1;PPP2CA;PPME1
5877	MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex	P04049;P15056;P62258;Q02750;Q8IVT5	RAF1;BRAF;YWHAE;MAP2K1;KSR1
5918	KSR1 homo-oligomer complex	Q8IVT5	KSR1
5919	BRAF-RAF1-14-3-3 complex	P04049;P15056;P63104	RAF1;BRAF;YWHAZ
5920	KSR1-RAF1-MEK complex	P04049;Q02750;Q8IVT5	RAF1;MAP2K1;KSR1
5921	KSR1-BRAF-MEK complex	P15056;Q02750;Q8IVT5	BRAF;MAP2K1;KSR1
5922	"RAF1-RAS complex, EGF induced"	P01112;P04049	HRAS;RAF1
